E(P(A)),E(P(B)),algorithm,score
0.6000000000000001,0.2,UCB,0.534865
0.6000000000000001,0.2,ThompsonSampling,0.56534865
0.6000000000000001,0.2,Greedy,0.65
0.6000000000000001,0.2,EpsilonGreedy,0.6164999999999999
0.6000000000000001,0.2,UCB,0.586165
0.6000000000000001,0.2,ThompsonSampling,0.43586165
0.6000000000000001,0.2,Greedy,0.64
0.6000000000000001,0.2,EpsilonGreedy,0.6564
0.6000000000000001,0.2,UCB,0.556564
0.6000000000000001,0.2,ThompsonSampling,0.6555656400000001
0.6000000000000001,0.30000000000000004,Greedy,0.63
0.6000000000000001,0.30000000000000004,EpsilonGreedy,0.5862999999999999
0.6000000000000001,0.30000000000000004,UCB,0.5058630000000001
0.6000000000000001,0.30000000000000004,ThompsonSampling,0.6050586299999999
0.6000000000000001,0.30000000000000004,Greedy,0.54
0.6000000000000001,0.30000000000000004,EpsilonGreedy,0.6354
0.6000000000000001,0.30000000000000004,UCB,0.5063540000000001
0.6000000000000001,0.30000000000000004,ThompsonSampling,0.52506354
0.6000000000000001,0.30000000000000004,Greedy,0.61
0.6000000000000001,0.30000000000000004,EpsilonGreedy,0.6361
0.6000000000000001,0.30000000000000004,UCB,0.516361
0.6000000000000001,0.30000000000000004,ThompsonSampling,0.57516361
0.6000000000000001,0.30000000000000004,Greedy,0.48
0.6000000000000001,0.30000000000000004,EpsilonGreedy,0.5548000000000001
0.6000000000000001,0.30000000000000004,UCB,0.495548
0.6000000000000001,0.30000000000000004,ThompsonSampling,0.57495548
0.6000000000000001,0.30000000000000004,Greedy,0.53
0.6000000000000001,0.30000000000000004,EpsilonGreedy,0.3453
0.6000000000000001,0.30000000000000004,UCB,0.583453
0.6000000000000001,0.30000000000000004,ThompsonSampling,0.61583453
0.6000000000000001,0.4,Greedy,0.61
0.6000000000000001,0.4,EpsilonGreedy,0.6960999999999999
0.6000000000000001,0.4,UCB,0.606961
0.6000000000000001,0.4,ThompsonSampling,0.52606961
0.6000000000000001,0.4,Greedy,0.65
0.6000000000000001,0.4,EpsilonGreedy,0.5965
0.6000000000000001,0.4,UCB,0.545965
0.6000000000000001,0.4,ThompsonSampling,0.6054596499999999
0.6000000000000001,0.4,Greedy,0.53
0.6000000000000001,0.4,EpsilonGreedy,0.6253
0.6000000000000001,0.4,UCB,0.566253
0.6000000000000001,0.4,ThompsonSampling,0.56566253
0.6000000000000001,0.4,Greedy,0.63
0.6000000000000001,0.4,EpsilonGreedy,0.6063
0.6000000000000001,0.4,UCB,0.516063
0.6000000000000001,0.4,ThompsonSampling,0.47516063000000003
0.6000000000000001,0.4,Greedy,0.61
0.6000000000000001,0.4,EpsilonGreedy,0.5961
0.6000000000000001,0.4,UCB,0.475961
0.6000000000000001,0.4,ThompsonSampling,0.55475961
0.6000000000000001,0.5,Greedy,0.51
0.6000000000000001,0.5,EpsilonGreedy,0.40509999999999996
0.6000000000000001,0.5,UCB,0.44405100000000003
0.6000000000000001,0.5,ThompsonSampling,0.52444051
0.6000000000000001,0.5,Greedy,0.6
0.6000000000000001,0.5,EpsilonGreedy,0.626
0.6000000000000001,0.5,UCB,0.59626
0.6000000000000001,0.5,ThompsonSampling,0.5959626
0.6000000000000001,0.5,Greedy,0.58
0.6000000000000001,0.5,EpsilonGreedy,0.5558
0.6000000000000001,0.5,UCB,0.595558
0.6000000000000001,0.5,ThompsonSampling,0.44595557999999996
0.6000000000000001,0.5,Greedy,0.6
0.6000000000000001,0.5,EpsilonGreedy,0.606
0.6000000000000001,0.5,UCB,0.59606
0.6000000000000001,0.5,ThompsonSampling,0.5359606
0.6000000000000001,0.5,Greedy,0.52
0.6000000000000001,0.5,EpsilonGreedy,0.5651999999999999
0.6000000000000001,0.5,UCB,0.565652
0.6000000000000001,0.5,ThompsonSampling,0.53565652
0.6000000000000001,0.6000000000000001,Greedy,0.55
0.6000000000000001,0.6000000000000001,EpsilonGreedy,0.5555
0.6000000000000001,0.6000000000000001,UCB,0.6655549999999999
0.6000000000000001,0.6000000000000001,ThompsonSampling,0.56665555
0.6000000000000001,0.6000000000000001,Greedy,0.61
0.6000000000000001,0.6000000000000001,EpsilonGreedy,0.5761
0.6000000000000001,0.6000000000000001,UCB,0.575761
0.6000000000000001,0.6000000000000001,ThompsonSampling,0.66575761
0.6000000000000001,0.6000000000000001,Greedy,0.58
0.6000000000000001,0.6000000000000001,EpsilonGreedy,0.6758
0.6000000000000001,0.6000000000000001,UCB,0.6167579999999999
0.6000000000000001,0.6000000000000001,ThompsonSampling,0.6461675800000001
0.6000000000000001,0.6000000000000001,Greedy,0.65
0.6000000000000001,0.6000000000000001,EpsilonGreedy,0.6265
0.6000000000000001,0.6000000000000001,UCB,0.646265
0.6000000000000001,0.6000000000000001,ThompsonSampling,0.63646265
0.6000000000000001,0.6000000000000001,Greedy,0.56
0.6000000000000001,0.6000000000000001,EpsilonGreedy,0.5456
0.6000000000000001,0.6000000000000001,UCB,0.615456
0.6000000000000001,0.6000000000000001,ThompsonSampling,0.52615456
0.6000000000000001,0.7000000000000001,Greedy,0.49
0.6000000000000001,0.7000000000000001,EpsilonGreedy,0.5449
0.6000000000000001,0.7000000000000001,UCB,0.625449
0.6000000000000001,0.7000000000000001,ThompsonSampling,0.68625449
0.6000000000000001,0.7000000000000001,Greedy,0.69
0.6000000000000001,0.7000000000000001,EpsilonGreedy,0.5669
0.6000000000000001,0.7000000000000001,UCB,0.6956690000000001
0.6000000000000001,0.7000000000000001,ThompsonSampling,0.6669566900000001
0.6000000000000001,0.7000000000000001,Greedy,0.65
0.6000000000000001,0.7000000000000001,EpsilonGreedy,0.7965000000000001
0.6000000000000001,0.7000000000000001,UCB,0.6979650000000001
0.6000000000000001,0.7000000000000001,ThompsonSampling,0.61697965
0.6000000000000001,0.7000000000000001,Greedy,0.6
0.6000000000000001,0.7000000000000001,EpsilonGreedy,0.736
0.6000000000000001,0.7000000000000001,UCB,0.6673600000000001
0.6000000000000001,0.7000000000000001,ThompsonSampling,0.6666736
0.6000000000000001,0.7000000000000001,Greedy,0.61
0.6000000000000001,0.7000000000000001,EpsilonGreedy,0.7061
0.6000000000000001,0.7000000000000001,UCB,0.747061
0.6000000000000001,0.7000000000000001,ThompsonSampling,0.63747061
0.6000000000000001,0.8,Greedy,0.6
0.6000000000000001,0.8,EpsilonGreedy,0.7659999999999999
0.6000000000000001,0.8,UCB,0.7476599999999999
0.6000000000000001,0.8,ThompsonSampling,0.7474765999999999
0.6000000000000001,0.8,Greedy,0.63
0.6000000000000001,0.8,EpsilonGreedy,0.7663
0.6000000000000001,0.8,UCB,0.7276630000000001
0.6000000000000001,0.8,ThompsonSampling,0.8172766300000001
0.6000000000000001,0.8,Greedy,0.64
0.6000000000000001,0.8,EpsilonGreedy,0.6764
0.6000000000000001,0.8,UCB,0.796764
0.6000000000000001,0.8,ThompsonSampling,0.79796764
0.6000000000000001,0.8,Greedy,0.65
0.6000000000000001,0.8,EpsilonGreedy,0.8065000000000001
0.6000000000000001,0.8,UCB,0.748065
0.6000000000000001,0.8,ThompsonSampling,0.73748065
0.6000000000000001,0.8,Greedy,0.59
0.6000000000000001,0.8,EpsilonGreedy,0.7259
0.6000000000000001,0.8,UCB,0.717259
0.6000000000000001,0.8,ThompsonSampling,0.73717259
0.6000000000000001,0.9,Greedy,0.47
0.6000000000000001,0.9,EpsilonGreedy,0.8946999999999999
0.6000000000000001,0.9,UCB,0.828947
0.6000000000000001,0.9,ThompsonSampling,0.85828947
0.6000000000000001,0.9,Greedy,0.64
0.6000000000000001,0.9,EpsilonGreedy,0.8264
0.6000000000000001,0.9,UCB,0.848264
0.6000000000000001,0.9,ThompsonSampling,0.89848264
0.6000000000000001,0.9,Greedy,0.64
0.6000000000000001,0.9,EpsilonGreedy,0.8364
0.6000000000000001,0.9,UCB,0.818364
0.6000000000000001,0.9,ThompsonSampling,0.83818364
0.6000000000000001,0.9,Greedy,0.64
0.6000000000000001,0.9,EpsilonGreedy,0.8064
0.6000000000000001,0.9,UCB,0.8480639999999999
0.6000000000000001,0.9,ThompsonSampling,0.8384806399999999
0.6000000000000001,0.9,Greedy,0.52
0.6000000000000001,0.9,EpsilonGreedy,0.5451999999999999
0.6000000000000001,0.9,UCB,0.8654519999999999
0.6000000000000001,0.9,ThompsonSampling,0.8586545200000001
0.7000000000000001,0.1,Greedy,0.64
0.7000000000000001,0.1,EpsilonGreedy,0.6064
0.7000000000000001,0.1,UCB,0.736064
0.7000000000000001,0.1,ThompsonSampling,0.6573606399999999
0.7000000000000001,0.1,Greedy,0.67
0.7000000000000001,0.1,EpsilonGreedy,0.6767
0.7000000000000001,0.1,UCB,0.626767
0.7000000000000001,0.1,ThompsonSampling,0.71626767
0.7000000000000001,0.1,Greedy,0.68
0.7000000000000001,0.1,EpsilonGreedy,0.6268
0.7000000000000001,0.1,UCB,0.756268
0.7000000000000001,0.1,ThompsonSampling,0.6375626799999999
0.7000000000000001,0.1,Greedy,0.58
0.7000000000000001,0.1,EpsilonGreedy,0.7458
0.7000000000000001,0.1,UCB,0.6374580000000001
0.7000000000000001,0.1,ThompsonSampling,0.51637458
0.7000000000000001,0.1,Greedy,0.8
0.7000000000000001,0.1,EpsilonGreedy,0.608
0.7000000000000001,0.1,UCB,0.69608
0.7000000000000001,0.1,ThompsonSampling,0.6669607999999999
0.7000000000000001,0.2,Greedy,0.75
0.7000000000000001,0.2,EpsilonGreedy,0.6075
0.7000000000000001,0.2,UCB,0.6360750000000001
0.7000000000000001,0.2,ThompsonSampling,0.7063607500000001
0.7000000000000001,0.2,Greedy,0.77
0.7000000000000001,0.2,EpsilonGreedy,0.6877
0.7000000000000001,0.2,UCB,0.6868770000000001
0.7000000000000001,0.2,ThompsonSampling,0.64686877
0.7000000000000001,0.2,Greedy,0.69
0.7000000000000001,0.2,EpsilonGreedy,0.5569
0.7000000000000001,0.2,UCB,0.685569
0.7000000000000001,0.2,ThompsonSampling,0.68685569
0.7000000000000001,0.2,Greedy,0.59
0.7000000000000001,0.2,EpsilonGreedy,0.6659
0.7000000000000001,0.2,UCB,0.596659
0.7000000000000001,0.2,ThompsonSampling,0.7059665900000001
0.7000000000000001,0.2,Greedy,0.68
0.7000000000000001,0.2,EpsilonGreedy,0.7268000000000001
0.7000000000000001,0.2,UCB,0.727268
0.7000000000000001,0.2,ThompsonSampling,0.6972726800000001
0.7000000000000001,0.30000000000000004,Greedy,0.72
0.7000000000000001,0.30000000000000004,EpsilonGreedy,0.6772
0.7000000000000001,0.30000000000000004,UCB,0.596772
0.7000000000000001,0.30000000000000004,ThompsonSampling,0.6959677200000001
0.7000000000000001,0.30000000000000004,Greedy,0.63
0.7000000000000001,0.30000000000000004,EpsilonGreedy,0.6862999999999999
0.7000000000000001,0.30000000000000004,UCB,0.656863
0.7000000000000001,0.30000000000000004,ThompsonSampling,0.51656863
0.7000000000000001,0.30000000000000004,Greedy,0.7
0.7000000000000001,0.30000000000000004,EpsilonGreedy,0.747
0.7000000000000001,0.30000000000000004,UCB,0.64747
0.7000000000000001,0.30000000000000004,ThompsonSampling,0.5964747
0.7000000000000001,0.30000000000000004,Greedy,0.7
0.7000000000000001,0.30000000000000004,EpsilonGreedy,0.657
0.7000000000000001,0.30000000000000004,UCB,0.63657
0.7000000000000001,0.30000000000000004,ThompsonSampling,0.7063657000000001
0.7000000000000001,0.30000000000000004,Greedy,0.68
0.7000000000000001,0.30000000000000004,EpsilonGreedy,0.6568
0.7000000000000001,0.30000000000000004,UCB,0.726568
0.7000000000000001,0.30000000000000004,ThompsonSampling,0.72726568
0.7000000000000001,0.4,Greedy,0.65
0.7000000000000001,0.4,EpsilonGreedy,0.6164999999999999
0.7000000000000001,0.4,UCB,0.706165
0.7000000000000001,0.4,ThompsonSampling,0.54706165
0.7000000000000001,0.4,Greedy,0.73
0.7000000000000001,0.4,EpsilonGreedy,0.6873
0.7000000000000001,0.4,UCB,0.686873
0.7000000000000001,0.4,ThompsonSampling,0.7368687299999999
0.7000000000000001,0.4,Greedy,0.7
0.7000000000000001,0.4,EpsilonGreedy,0.7070000000000001
0.7000000000000001,0.4,UCB,0.6670699999999999
0.7000000000000001,0.4,ThompsonSampling,0.7466706999999999
0.7000000000000001,0.4,Greedy,0.68
0.7000000000000001,0.4,EpsilonGreedy,0.7868
0.7000000000000001,0.4,UCB,0.617868
0.7000000000000001,0.4,ThompsonSampling,0.64617868
0.7000000000000001,0.4,Greedy,0.72
0.7000000000000001,0.4,EpsilonGreedy,0.6772
0.7000000000000001,0.4,UCB,0.636772
0.7000000000000001,0.4,ThompsonSampling,0.7363677200000001
0.7000000000000001,0.5,Greedy,0.72
0.7000000000000001,0.5,EpsilonGreedy,0.6772
0.7000000000000001,0.5,UCB,0.706772
0.7000000000000001,0.5,ThompsonSampling,0.73706772
0.7000000000000001,0.5,Greedy,0.73
0.7000000000000001,0.5,EpsilonGreedy,0.6573
0.7000000000000001,0.5,UCB,0.666573
0.7000000000000001,0.5,ThompsonSampling,0.65666573
0.7000000000000001,0.5,Greedy,0.63
0.7000000000000001,0.5,EpsilonGreedy,0.6862999999999999
0.7000000000000001,0.5,UCB,0.716863
0.7000000000000001,0.5,ThompsonSampling,0.7171686300000001
0.7000000000000001,0.5,Greedy,0.68
0.7000000000000001,0.5,EpsilonGreedy,0.7168000000000001
0.7000000000000001,0.5,UCB,0.6471680000000001
0.7000000000000001,0.5,ThompsonSampling,0.7164716799999999
0.7000000000000001,0.5,Greedy,0.73
0.7000000000000001,0.5,EpsilonGreedy,0.6173000000000001
0.7000000000000001,0.5,UCB,0.666173
0.7000000000000001,0.5,ThompsonSampling,0.76666173
0.7000000000000001,0.6000000000000001,Greedy,0.67
0.7000000000000001,0.6000000000000001,EpsilonGreedy,0.6467
0.7000000000000001,0.6000000000000001,UCB,0.606467
0.7000000000000001,0.6000000000000001,ThompsonSampling,0.6760646700000001
0.7000000000000001,0.6000000000000001,Greedy,0.74
0.7000000000000001,0.6000000000000001,EpsilonGreedy,0.6974000000000001
0.7000000000000001,0.6000000000000001,UCB,0.6569740000000001
0.7000000000000001,0.6000000000000001,ThompsonSampling,0.5765697399999999
0.7000000000000001,0.6000000000000001,Greedy,0.75
0.7000000000000001,0.6000000000000001,EpsilonGreedy,0.6875
0.7000000000000001,0.6000000000000001,UCB,0.646875
0.7000000000000001,0.6000000000000001,ThompsonSampling,0.7864687499999999
0.7000000000000001,0.6000000000000001,Greedy,0.69
0.7000000000000001,0.6000000000000001,EpsilonGreedy,0.6668999999999999
0.7000000000000001,0.6000000000000001,UCB,0.706669
0.7000000000000001,0.6000000000000001,ThompsonSampling,0.72706669
0.7000000000000001,0.6000000000000001,Greedy,0.7
0.7000000000000001,0.6000000000000001,EpsilonGreedy,0.657
0.7000000000000001,0.6000000000000001,UCB,0.62657
0.7000000000000001,0.6000000000000001,ThompsonSampling,0.6862657
0.7000000000000001,0.7000000000000001,Greedy,0.73
0.7000000000000001,0.7000000000000001,EpsilonGreedy,0.6873
0.7000000000000001,0.7000000000000001,UCB,0.7368729999999999
0.7000000000000001,0.7000000000000001,ThompsonSampling,0.72736873
0.7000000000000001,0.7000000000000001,Greedy,0.68
0.7000000000000001,0.7000000000000001,EpsilonGreedy,0.7368000000000001
0.7000000000000001,0.7000000000000001,UCB,0.607368
0.7000000000000001,0.7000000000000001,ThompsonSampling,0.6560736800000001
0.7000000000000001,0.7000000000000001,Greedy,0.73
0.7000000000000001,0.7000000000000001,EpsilonGreedy,0.6673
0.7000000000000001,0.7000000000000001,UCB,0.696673
0.7000000000000001,0.7000000000000001,ThompsonSampling,0.6869667300000001
0.7000000000000001,0.7000000000000001,Greedy,0.74
0.7000000000000001,0.7000000000000001,EpsilonGreedy,0.7074000000000001
0.7000000000000001,0.7000000000000001,UCB,0.7370740000000001
0.7000000000000001,0.7000000000000001,ThompsonSampling,0.6973707400000001
0.7000000000000001,0.7000000000000001,Greedy,0.68
0.7000000000000001,0.7000000000000001,EpsilonGreedy,0.7368000000000001
0.7000000000000001,0.7000000000000001,UCB,0.6573680000000001
0.7000000000000001,0.7000000000000001,ThompsonSampling,0.63657368
0.7000000000000001,0.8,Greedy,0.66
0.7000000000000001,0.8,EpsilonGreedy,0.7766
0.7000000000000001,0.8,UCB,0.797766
0.7000000000000001,0.8,ThompsonSampling,0.8079776599999999
0.7000000000000001,0.8,Greedy,0.7
0.7000000000000001,0.8,EpsilonGreedy,0.747
0.7000000000000001,0.8,UCB,0.81747
0.7000000000000001,0.8,ThompsonSampling,0.7681747
0.7000000000000001,0.8,Greedy,0.68
0.7000000000000001,0.8,EpsilonGreedy,0.6568
0.7000000000000001,0.8,UCB,0.8065680000000001
0.7000000000000001,0.8,ThompsonSampling,0.70806568
0.7000000000000001,0.8,Greedy,0.67
0.7000000000000001,0.8,EpsilonGreedy,0.7167
0.7000000000000001,0.8,UCB,0.737167
0.7000000000000001,0.8,ThompsonSampling,0.76737167
0.7000000000000001,0.8,Greedy,0.74
0.7000000000000001,0.8,EpsilonGreedy,0.7474000000000001
0.7000000000000001,0.8,UCB,0.797474
0.7000000000000001,0.8,ThompsonSampling,0.74797474
0.7000000000000001,0.9,Greedy,0.74
0.7000000000000001,0.9,EpsilonGreedy,0.8874000000000001
0.7000000000000001,0.9,UCB,0.898874
0.7000000000000001,0.9,ThompsonSampling,0.9289887400000001
0.7000000000000001,0.9,Greedy,0.71
0.7000000000000001,0.9,EpsilonGreedy,0.9271
0.7000000000000001,0.9,UCB,0.8792709999999999
0.7000000000000001,0.9,ThompsonSampling,0.83879271
0.7000000000000001,0.9,Greedy,0.7
0.7000000000000001,0.9,EpsilonGreedy,0.917
0.7000000000000001,0.9,UCB,0.82917
0.7000000000000001,0.9,ThompsonSampling,0.8982917
0.7000000000000001,0.9,Greedy,0.71
0.7000000000000001,0.9,EpsilonGreedy,0.9171
0.7000000000000001,0.9,UCB,0.9191710000000001
0.7000000000000001,0.9,ThompsonSampling,0.84919171
0.7000000000000001,0.9,Greedy,0.68
0.7000000000000001,0.9,EpsilonGreedy,0.7668
0.7000000000000001,0.9,UCB,0.8276680000000001
0.7000000000000001,0.9,ThompsonSampling,0.89827668
0.8,0.1,Greedy,0.78
0.8,0.1,EpsilonGreedy,0.7678
0.8,0.1,UCB,0.7176779999999999
0.8,0.1,ThompsonSampling,0.81717678
0.8,0.1,Greedy,0.82
0.8,0.1,EpsilonGreedy,0.7781999999999999
0.8,0.1,UCB,0.817782
0.8,0.1,ThompsonSampling,0.7881778199999999
0.8,0.1,Greedy,0.83
0.8,0.1,EpsilonGreedy,0.7082999999999999
0.8,0.1,UCB,0.7870830000000001
0.8,0.1,ThompsonSampling,0.7978708299999999
0.8,0.1,Greedy,0.77
0.8,0.1,EpsilonGreedy,0.7777
0.8,0.1,UCB,0.807777
0.8,0.1,ThompsonSampling,0.79807777
0.8,0.1,Greedy,0.8
0.8,0.1,EpsilonGreedy,0.818
0.8,0.1,UCB,0.70818
0.8,0.1,ThompsonSampling,0.8470818
0.8,0.2,Greedy,0.8
0.8,0.2,EpsilonGreedy,0.8079999999999999
0.8,0.2,UCB,0.8280799999999999
0.8,0.2,ThompsonSampling,0.8382808
0.8,0.2,Greedy,0.75
0.8,0.2,EpsilonGreedy,0.8275
0.8,0.2,UCB,0.838275
0.8,0.2,ThompsonSampling,0.7883827499999999
0.8,0.2,Greedy,0.81
0.8,0.2,EpsilonGreedy,0.8081
0.8,0.2,UCB,0.728081
0.8,0.2,ThompsonSampling,0.73728081
0.8,0.2,Greedy,0.84
0.8,0.2,EpsilonGreedy,0.8184
0.8,0.2,UCB,0.778184
0.8,0.2,ThompsonSampling,0.83778184
0.8,0.2,Greedy,0.76
0.8,0.2,EpsilonGreedy,0.8175999999999999
0.8,0.2,UCB,0.768176
0.8,0.2,ThompsonSampling,0.6876817599999999
0.8,0.30000000000000004,Greedy,0.85
0.8,0.30000000000000004,EpsilonGreedy,0.8085
0.8,0.30000000000000004,UCB,0.7780850000000001
0.8,0.30000000000000004,ThompsonSampling,0.83778085
0.8,0.30000000000000004,Greedy,0.84
0.8,0.30000000000000004,EpsilonGreedy,0.7584000000000001
0.8,0.30000000000000004,UCB,0.7775839999999999
0.8,0.30000000000000004,ThompsonSampling,0.77777584
0.8,0.30000000000000004,Greedy,0.76
0.8,0.30000000000000004,EpsilonGreedy,0.8475999999999999
0.8,0.30000000000000004,UCB,0.778476
0.8,0.30000000000000004,ThompsonSampling,0.76778476
0.8,0.30000000000000004,Greedy,0.81
0.8,0.30000000000000004,EpsilonGreedy,0.7381
0.8,0.30000000000000004,UCB,0.777381
0.8,0.30000000000000004,ThompsonSampling,0.8577738099999999
0.8,0.30000000000000004,Greedy,0.78
0.8,0.30000000000000004,EpsilonGreedy,0.8178
0.8,0.30000000000000004,UCB,0.7281780000000001
0.8,0.30000000000000004,ThompsonSampling,0.76728178
0.8,0.4,Greedy,0.68
0.8,0.4,EpsilonGreedy,0.8168000000000001
0.8,0.4,UCB,0.778168
0.8,0.4,ThompsonSampling,0.85778168
0.8,0.4,Greedy,0.73
0.8,0.4,EpsilonGreedy,0.8373
0.8,0.4,UCB,0.818373
0.8,0.4,ThompsonSampling,0.8181837300000001
0.8,0.4,Greedy,0.77
0.8,0.4,EpsilonGreedy,0.7877
0.8,0.4,UCB,0.787877
0.8,0.4,ThompsonSampling,0.76787877
0.8,0.4,Greedy,0.82
0.8,0.4,EpsilonGreedy,0.7981999999999999
0.8,0.4,UCB,0.8079820000000001
0.8,0.4,ThompsonSampling,0.75807982
0.8,0.4,Greedy,0.89
0.8,0.4,EpsilonGreedy,0.8289
0.8,0.4,UCB,0.7382890000000001
0.8,0.4,ThompsonSampling,0.7373828900000001
0.8,0.5,Greedy,0.77
0.8,0.5,EpsilonGreedy,0.7476999999999999
0.8,0.5,UCB,0.7774770000000001
0.8,0.5,ThompsonSampling,0.73777477
0.8,0.5,Greedy,0.84
0.8,0.5,EpsilonGreedy,0.7684000000000001
0.8,0.5,UCB,0.677684
0.8,0.5,ThompsonSampling,0.79677684
0.8,0.5,Greedy,0.77
0.8,0.5,EpsilonGreedy,0.7376999999999999
0.8,0.5,UCB,0.7573770000000001
0.8,0.5,ThompsonSampling,0.7675737699999999
0.8,0.5,Greedy,0.79
0.8,0.5,EpsilonGreedy,0.7978999999999999
0.8,0.5,UCB,0.7279789999999999
0.8,0.5,ThompsonSampling,0.8172797900000001
0.8,0.5,Greedy,0.74
0.8,0.5,EpsilonGreedy,0.7474000000000001
0.8,0.5,UCB,0.807474
0.8,0.5,ThompsonSampling,0.74807474
0.8,0.6000000000000001,Greedy,0.79
0.8,0.6000000000000001,EpsilonGreedy,0.7578999999999999
0.8,0.6000000000000001,UCB,0.7275790000000001
0.8,0.6000000000000001,ThompsonSampling,0.7972757899999999
0.8,0.6000000000000001,Greedy,0.8
0.8,0.6000000000000001,EpsilonGreedy,0.758
0.8,0.6000000000000001,UCB,0.82758
0.8,0.6000000000000001,ThompsonSampling,0.7982758
0.8,0.6000000000000001,Greedy,0.77
0.8,0.6000000000000001,EpsilonGreedy,0.7676999999999999
0.8,0.6000000000000001,UCB,0.7476769999999999
0.8,0.6000000000000001,ThompsonSampling,0.7774767699999999
0.8,0.6000000000000001,Greedy,0.82
0.8,0.6000000000000001,EpsilonGreedy,0.7981999999999999
0.8,0.6000000000000001,UCB,0.767982
0.8,0.6000000000000001,ThompsonSampling,0.75767982
0.8,0.6000000000000001,Greedy,0.79
0.8,0.6000000000000001,EpsilonGreedy,0.8279
0.8,0.6000000000000001,UCB,0.748279
0.8,0.6000000000000001,ThompsonSampling,0.8374827899999999
0.8,0.7000000000000001,Greedy,0.83
0.8,0.7000000000000001,EpsilonGreedy,0.8083
0.8,0.7000000000000001,UCB,0.6480830000000001
0.8,0.7000000000000001,ThompsonSampling,0.71648083
0.8,0.7000000000000001,Greedy,0.79
0.8,0.7000000000000001,EpsilonGreedy,0.8478999999999999
0.8,0.7000000000000001,UCB,0.7884789999999999
0.8,0.7000000000000001,ThompsonSampling,0.76788479
0.8,0.7000000000000001,Greedy,0.8
0.8,0.7000000000000001,EpsilonGreedy,0.778
0.8,0.7000000000000001,UCB,0.7677799999999999
0.8,0.7000000000000001,ThompsonSampling,0.7476778000000001
0.8,0.7000000000000001,Greedy,0.78
0.8,0.7000000000000001,EpsilonGreedy,0.7478
0.8,0.7000000000000001,UCB,0.8174779999999999
0.8,0.7000000000000001,ThompsonSampling,0.81817478
0.8,0.7000000000000001,Greedy,0.73
0.8,0.7000000000000001,EpsilonGreedy,0.7873
0.8,0.7000000000000001,UCB,0.8178730000000001
0.8,0.7000000000000001,ThompsonSampling,0.7681787299999999
0.8,0.8,Greedy,0.7
0.8,0.8,EpsilonGreedy,0.8170000000000001
0.8,0.8,UCB,0.7581700000000001
0.8,0.8,ThompsonSampling,0.8575817000000001
0.8,0.8,Greedy,0.85
0.8,0.8,EpsilonGreedy,0.7885
0.8,0.8,UCB,0.767885
0.8,0.8,ThompsonSampling,0.79767885
0.8,0.8,Greedy,0.72
0.8,0.8,EpsilonGreedy,0.8172
0.8,0.8,UCB,0.818172
0.8,0.8,ThompsonSampling,0.80818172
0.8,0.8,Greedy,0.86
0.8,0.8,EpsilonGreedy,0.7886
0.8,0.8,UCB,0.807886
0.8,0.8,ThompsonSampling,0.7780788599999999
0.8,0.8,Greedy,0.84
0.8,0.8,EpsilonGreedy,0.7984
0.8,0.8,UCB,0.817984
0.8,0.8,ThompsonSampling,0.8581798399999999
0.8,0.9,Greedy,0.86
0.8,0.9,EpsilonGreedy,0.9386
0.8,0.9,UCB,0.8693860000000001
0.8,0.9,ThompsonSampling,0.8586938599999999
0.8,0.9,Greedy,0.83
0.8,0.9,EpsilonGreedy,0.8083
0.8,0.9,UCB,0.868083
0.8,0.9,ThompsonSampling,0.89868083
0.8,0.9,Greedy,0.87
0.8,0.9,EpsilonGreedy,0.9287000000000001
0.8,0.9,UCB,0.8492869999999999
0.8,0.9,ThompsonSampling,0.93849287
0.8,0.9,Greedy,0.79
0.8,0.9,EpsilonGreedy,0.8878999999999999
0.8,0.9,UCB,0.878879
0.8,0.9,ThompsonSampling,0.86878879
0.8,0.9,Greedy,0.77
0.8,0.9,EpsilonGreedy,0.8576999999999999
0.8,0.9,UCB,0.898577
0.8,0.9,ThompsonSampling,0.87898577
0.9,0.1,Greedy,0.87
0.9,0.1,EpsilonGreedy,0.8187000000000001
0.9,0.1,UCB,0.878187
0.9,0.1,ThompsonSampling,0.92878187
0.9,0.1,Greedy,0.94
0.9,0.1,EpsilonGreedy,0.8294
0.9,0.1,UCB,0.9082939999999999
0.9,0.1,ThompsonSampling,0.86908294
0.9,0.1,Greedy,0.89
0.9,0.1,EpsilonGreedy,0.8789
0.9,0.1,UCB,0.918789
0.9,0.1,ThompsonSampling,0.8591878900000001
0.9,0.1,Greedy,0.94
0.9,0.1,EpsilonGreedy,0.8894
0.9,0.1,UCB,0.908894
0.9,0.1,ThompsonSampling,0.85908894
0.9,0.1,Greedy,0.9
0.9,0.1,EpsilonGreedy,0.889
0.9,0.1,UCB,0.8488899999999999
0.9,0.1,ThompsonSampling,0.9184888999999999
0.9,0.2,Greedy,0.88
0.9,0.2,EpsilonGreedy,0.8288
0.9,0.2,UCB,0.848288
0.9,0.2,ThompsonSampling,0.8384828799999999
0.9,0.2,Greedy,0.91
0.9,0.2,EpsilonGreedy,0.8591
0.9,0.2,UCB,0.888591
0.9,0.2,ThompsonSampling,0.9188859099999999
0.9,0.2,Greedy,0.92
0.9,0.2,EpsilonGreedy,0.8592
0.9,0.2,UCB,0.878592
0.9,0.2,ThompsonSampling,0.83878592
0.9,0.2,Greedy,0.92
0.9,0.2,EpsilonGreedy,0.8992
